id,evaluation_date,year,phase,student_idil,first_name,last_name,gender,date_of_birth,age_at_evaluation,class,school_name,city,neighborhood,special_education_status,iep_exists,main_disability,secondary_disability,current_programs,years_in_programs,socioeconomic_status,number_of_siblings,social_competence_1,social_competence_2,social_competence_3,emotional_regulation_1,emotional_regulation_2,emotional_regulation_3,learning_motivation_1,learning_motivation_2,learning_motivation_3,cognitive_skills_1,cognitive_skills_2,cognitive_skills_3,additional_comments,evaluator_name,evaluator_role,full_name
0fcd1c2d-c471-4d6c-a499-7680178720d9,2023-09-01 00:00:00,2023,1,1115,פיגפן,פטי,בן,2012-11-30,11,א,בית ספר יסודי כרמל,באר שבע,מערב,false,false,,,"[""קבוצת קריאה מתקדמת"", ""תגבור מתמטיקה"", ""תוכנית מנהיגות צעירה""]",1,8,3,2,4,2,2,3,4,2,3,4,2,4,2,מראה שיפור משמעותי במוטיבציה ללמידה,יוסי אברהם,מחנכת,פיגפן פטי
71a49182-207c-4e7c-83e1-cdbe27779a45,2024-09-04 00:00:00,2024,1,1115,פיגפן,פטי,בן,2012-11-30,12,א,בית ספר יסודי רימון,באר שבע,מערב,false,false,,,"[""קבוצת קריאה מתקדמת"", ""תגבור מתמטיקה"", ""תוכנית מנהיגות צעירה""]",2,4,2,5,3,4,4,3,4,3,5,4,3,4,3,מגלה יכולות מנהיגות,דנה שרון,פסיכולוגית בית הספר,פיגפן פטי
8a63f1d7-86d6-4f8f-9cb2-899e9e0e6e5d,2021-09-26 00:00:00,2021,3,1116,סאלי,בראון,בת,2015-05-26,6,א,בית ספר יסודי שקד,תל אביב,מרכז,false,false,,,"[""סדנת אמנות טיפולית""]",0,2,1,1,1,1,2,1,2,3,3,3,3,3,3,מתקשה בעבודה קבוצתית,מיכל דוד,מחנכת,סאלי בראון
3d89c756-8fc5-42ee-8e0b-c41f7e7c0eee,2022-10-17 00:00:00,2022,2,1116,סאלי,בראון,בת,2015-05-26,7,א,בית ספר יסודי אופק,תל אביב,דרום,false,false,,,"[""סדנת אמנות טיפולית""]",1,9,2,1,2,3,2,1,2,3,2,1,3,2,2,מגלה יכולות מנהיגות,יוסי אברהם,יועץ חינוכי,סאלי בראון
480c5f63-fbe1-44cd-9ebf-ec4c3318ea80,2023-09-26 00:00:00,2023,4,1116,סאלי,בראון,בת,2015-05-26,8,א,בית ספר יסודי אופק,תל אביב,צפון,false,false,,,"[""סדנת אמנות טיפולית""]",1,9,2,4,4,2,3,3,4,4,3,4,4,2,2,משתתף באופן פעיל בכיתה,יוסי אברהם,מחנכת,סאלי בראון
d12b4301-48ab-48ca-a053-e4a504bf59be,2024-10-15 00:00:00,2024,3,1116,סאלי,בראון,בת,2015-05-26,9,א,בית ספר יסודי כרמל,תל אביב,מרכז,false,false,,,"[""סדנת אמנות טיפולית""]",1,3,0,4,4,3,4,5,3,3,3,3,5,3,3,זקוק לתמיכה נוספת בתחום החברתי,רחל כהן,פסיכולוגית בית הספר,סאלי בראון
d6684a1c-0357-4bda-b202-c47e57220af9,2021-09-16 00:00:00,2021,1,1117,מארגרט,ריבה,בת,2016-08-04,5,א,בית ספר יסודי כרמל,רמת גן,מערב,false,false,,,"[""תגבור מתמטיקה""]",0,3,4,1,3,2,2,2,1,3,1,3,3,2,3,מתקשה בעבודה קבוצתית,מיכל דוד,מורה לחינוך מיוחד,מארגרט ריבה
8f6b57d1-0ae8-4dad-9248-b1d0da66091a,2022-10-29 00:00:00,2022,1,1117,מארגרט,ריבה,בת,2016-08-04,6,א,בית ספר יסודי שקד,רמת גן,צפון,false,false,,,"[""תגבור מתמטיקה""]",0,6,4,3,3,1,3,1,3,2,2,2,1,1,1,זקוק לתמיכה נוספת בתחום החברתי,מיכל דוד,פסיכולוגית בית הספר,מארגרט ריבה
ce83be36-5efa-460c-a7b1-efda8db9ab12,2023-10-21 00:00:00,2023,1,1117,מארגרט,ריבה,בת,2016-08-04,7,א,בית ספר יסודי אופק,רמת גן,מרכז,false,false,,,"[""תגבור מתמטיקה""]",1,8,2,3,4,4,4,2,4,3,4,4,2,4,3,מראה שיפור משמעותי במוטיבציה ללמידה,דנה שרון,מחנכת,מארגרט ריבה
d91f9d04-eba2-4103-b431-4a8f1db2ac39,2024-10-14 00:00:00,2024,1,1117,מארגרט,ריבה,בת,2016-08-04,8,א,בית ספר יסודי כרמל,רמת גן,מערב,false,false,,,"[""תגבור מתמטיקה""]",1,1,1,3,4,5,4,3,3,4,3,5,5,5,3,משתתף באופן פעיל בכיתה,משה לוי,יועץ חינוכי,מארגרט ריבה
2da51c5c-a5c9-4772-98f9-eebfb62e2c88,2021-09-09 00:00:00,2021,2,2111,אריק,קרטמן,בן,2014-07-01,7,ג,בית ספר יסודי שקד,אשדוד,מערב,true,true,ADHD,קשיי התנהגות,"[""קבוצת קריאה מתקדמת"", ""תגבור מתמטיקה"", ""תוכנית מנהיגות צעירה""]",1,10,3,3,2,3,3,3,3,3,2,3,3,2,2,זקוק לתמיכה נוספת בתחום החברתי,יוסי אברהם,מחנכת,אריק קרטמן
47395c81-852d-4983-8973-39ca18702ff0,2022-10-11 00:00:00,2022,2,2111,אריק,קרטמן,בן,2014-07-01,8,ג,בית ספר יסודי ברושים,אשדוד,צפון,true,true,ADHD,קשיי התנהגות,"[""קבוצת קריאה מתקדמת"", ""תגבור מתמטיקה"", ""תוכנית מנהיגות צעירה""]",2,8,1,2,1,2,2,3,2,1,2,1,2,1,2,מראה שיפור משמעותי במוטיבציה ללמידה,דנה שרון,יועץ חינוכי,אריק קרטמן
5ef2f7a7-dba0-4585-adde-a1d626c6bca1,2023-10-14 00:00:00,2023,3,2111,אריק,קרטמן,בן,2014-07-01,9,ג,בית ספר יסודי אופק,אשדוד,מזרח,true,true,ADHD,קשיי התנהגות,"[""קבוצת קריאה מתקדמת"", ""תגבור מתמטיקה"", ""תוכנית מנהיגות צעירה""]",2,3,0,2,4,2,2,3,2,2,3,2,4,2,4,מגלה יכולות מנהיגות,יוסי אברהם,מורה לחינוך מיוחד,אריק קרטמן
da5d71a9-5c15-46d1-9db7-794c494c9f42,2024-10-16 00:00:00,2024,4,2111,אריק,קרטמן,בן,2014-07-01,10,ג,בית ספר יסודי כרמל,אשדוד,מערב,true,true,ADHD,קשיי התנהגות,"[""קבוצת קריאה מתקדמת"", ""תגבור מתמטיקה"", ""תוכנית מנהיגות צעירה""]",3,3,4,4,5,5,3,3,4,5,3,3,3,3,5,מראה שיפור משמעותי במוטיבציה ללמידה,רחל כהן,מחנכת,אריק קרטמן
c272397a-3692-4e15-ad31-897764803c99,2021-10-30 00:00:00,2021,4,1111,צ'ארלי,בראון,בן,2012-10-02,9,א,בית ספר יסודי כרמל,תל אביב,צפון,true,true,לקות למידה,,"[""חוג רובוטיקה"", ""קבוצת קריאה מתקדמת"", ""סדנת אמנות טיפולית""]",1,4,3,3,1,3,1,3,1,3,1,1,1,2,1,מגלה יכולות מנהיגות,מיכל דוד,פסיכולוגית בית הספר,צ'ארלי בראון
d13ff77a-4dac-4841-b8d4-9b4e86ab5ce4,2022-10-25 00:00:00,2022,3,1111,צ'ארלי,בראון,בן,2012-10-02,10,א,בית ספר יסודי שקד,תל אביב,מזרח,true,true,לקות למידה,,"[""חוג רובוטיקה"", ""קבוצת קריאה מתקדמת"", ""סדנת אמנות טיפולית""]",2,10,2,2,3,2,1,2,3,2,1,2,2,3,2,משתתף באופן פעיל בכיתה,דנה שרון,מחנכת,צ'ארלי בראון
e2a2d38a-fef3-42cf-bde2-c448722f5c2b,2023-10-23 00:00:00,2023,3,1111,צ'ארלי,בראון,בן,2012-10-02,11,א,בית ספר יסודי כרמל,תל אביב,מרכז,true,true,לקות למידה,,"[""חוג רובוטיקה"", ""קבוצת קריאה מתקדמת"", ""סדנת אמנות טיפולית""]",3,10,1,3,4,2,4,2,4,3,3,3,4,2,3,מראה שיפור משמעותי במוטיבציה ללמידה,דנה שרון,מורה לחינוך מיוחד,צ'ארלי בראון
31917122-d654-40ba-a802-a9c01c16dbb7,2024-10-19 00:00:00,2024,2,1111,צ'ארלי,בראון,בן,2012-10-02,12,א,בית ספר יסודי אופק,תל אביב,דרום,true,true,לקות למידה,,"[""חוג רובוטיקה"", ""קבוצת קריאה מתקדמת"", ""סדנת אמנות טיפולית""]",3,3,1,4,5,4,3,5,3,5,5,4,4,3,3,מתקשה בעבודה קבוצתית,יוסי אברהם,פסיכולוגית בית הספר,צ'ארלי בראון
4e8dd4cb-1544-43a9-bb97-cb54a583225b,2021-09-09 00:00:00,2021,2,1112,לינוס,ואן פלט,בן,2014-09-19,7,א,בית ספר יסודי ברושים,חיפה,מרכז,false,false,,,"[""קבוצת קריאה מתקדמת"", ""תגבור מתמטיקה""]",1,1,3,2,2,1,3,1,2,1,3,3,3,2,2,מראה שיפור משמעותי במוטיבציה ללמידה,יוסי אברהם,מחנכת,לינוס ואן פלט
d6062418-83f5-4099-b323-ebf4bc7575fa,2022-10-04 00:00:00,2022,2,1112,לינוס,ואן פלט,בן,2014-09-19,8,א,בית ספר יסודי ברושים,חיפה,צפון,false,false,,,"[""קבוצת קריאה מתקדמת"", ""תגבור מתמטיקה""]",2,6,1,1,1,2,2,2,2,2,1,2,1,1,2,זקוק לתמיכה נוספת בתחום החברתי,מיכל דוד,מחנכת,לינוס ואן פלט
df4d43c9-456f-4cec-b2a0-918168884c38,2023-09-11 00:00:00,2023,4,1112,לינוס,ואן פלט,בן,2014-09-19,9,א,בית ספר יסודי ברושים,חיפה,צפון,false,false,,,"[""קבוצת קריאה מתקדמת"", ""תגבור מתמטיקה""]",2,4,4,3,3,4,2,3,4,2,3,4,2,3,3,זקוק לתמיכה נוספת בתחום החברתי,יוסי אברהם,פסיכולוגית בית הספר,לינוס ואן פלט
af6cb773-88d7-4f20-825f-255feb57be49,2024-09-25 00:00:00,2024,1,1112,לינוס,ואן פלט,בן,2014-09-19,10,א,בית ספר יסודי כרמל,חיפה,מרכז,false,false,,,"[""קבוצת קריאה מתקדמת"", ""תגבור מתמטיקה""]",2,2,4,3,4,4,5,4,5,3,5,4,4,4,5,מתקדם באופן עקבי בכל התחומים,רחל כהן,מורה לחינוך מיוחד,לינוס ואן פלט
4584461e-b350-4d73-bcab-fe1973019544,2021-10-12 00:00:00,2021,1,2114,קני,מק'קורמיק,בן,2012-03-22,9,ג,בית ספר יסודי כרמל,אשדוד,צפון,true,true,ADHD,,"[""קבוצת קריאה מתקדמת"", ""סדנת אמנות טיפולית"", ""תגבור מתמטיקה""]",1,6,3,2,1,3,2,1,1,3,3,1,3,3,3,זקוק לתמיכה נוספת בתחום החברתי,דנה שרון,מחנכת,קני מק'קורמיק
996d095f-8561-4156-9b24-2a2a713d77a9,2022-10-06 00:00:00,2022,2,2114,קני,מק'קורמיק,בן,2012-03-22,10,ג,בית ספר יסודי רימון,אשדוד,מזרח,true,true,ADHD,,"[""קבוצת קריאה מתקדמת"", ""סדנת אמנות טיפולית"", ""תגבור מתמטיקה""]",2,1,4,1,3,2,2,1,3,2,3,1,3,1,2,משתתף באופן פעיל בכיתה,משה לוי,פסיכולוגית בית הספר,קני מק'קורמיק
ab68a5f2-d53f-40ba-bf5e-b94939d909fb,2023-09-05 00:00:00,2023,1,2114,קני,מק'קורמיק,בן,2012-03-22,11,ג,בית ספר יסודי רימון,אשדוד,צפון,true,true,ADHD,,"[""קבוצת קריאה מתקדמת"", ""סדנת אמנות טיפולית"", ""תגבור מתמטיקה""]",2,3,0,4,3,4,4,3,3,3,4,4,4,2,3,מתקשה בעבודה קבוצתית,רחל כהן,פסיכולוגית בית הספר,קני מק'קורמיק
6cc54db7-1d7a-495c-9709-1217d70f1583,2024-10-30 00:00:00,2024,4,2114,קני,מק'קורמיק,בן,2012-03-22,12,ג,בית ספר יסודי כרמל,אשדוד,מערב,true,true,ADHD,,"[""קבוצת קריאה מתקדמת"", ""סדנת אמנות טיפולית"", ""תגבור מתמטיקה""]",2,5,3,5,4,3,4,3,5,5,3,5,4,5,5,מגלה יכולות מנהיגות,יוסי אברהם,מחנכת,קני מק'קורמיק
9a3c6085-46dc-4d50-a49b-3b82533df0ed,2021-09-05 00:00:00,2021,1,2115,באטרס,סטוץ',בן,2012-09-11,9,ג,בית ספר יסודי ברושים,אשדוד,מזרח,true,true,אוטיזם ברמה נמוכה,דיסלקציה,"[""קבוצת כישורים חברתיים""]",1,1,1,3,3,3,2,2,3,1,3,2,1,3,1,מראה שיפור משמעותי במוטיבציה ללמידה,רחל כהן,פסיכולוגית בית הספר,באטרס סטוץ'
96c9c126-5f86-44d1-b04c-8311ac5026f9,2022-10-22 00:00:00,2022,2,2115,באטרס,סטוץ',בן,2012-09-11,10,ג,בית ספר יסודי ברושים,אשדוד,צפון,true,true,אוטיזם ברמה נמוכה,דיסלקציה,"[""קבוצת כישורים חברתיים""]",1,9,1,2,3,2,1,3,1,3,1,2,3,3,2,מגלה יכולות מנהיגות,רחל כהן,יועץ חינוכי,באטרס סטוץ'
ad4e566f-bdea-4228-a934-2f10e091e004,2023-09-08 00:00:00,2023,2,2115,באטרס,סטוץ',בן,2012-09-11,11,ג,בית ספר יסודי שקד,אשדוד,מערב,true,true,אוטיזם ברמה נמוכה,דיסלקציה,"[""קבוצת כישורים חברתיים""]",1,10,2,2,3,3,4,4,3,4,2,4,4,2,3,מראה שיפור משמעותי במוטיבציה ללמידה,משה לוי,מורה לחינוך מיוחד,באטרס סטוץ'
a42305f6-dfb7-4ba7-898e-be45b5bf76ac,2024-10-25 00:00:00,2024,1,2115,באטרס,סטוץ',בן,2012-09-11,12,ג,בית ספר יסודי שקד,אשדוד,דרום,true,true,אוטיזם ברמה נמוכה,דיסלקציה,"[""קבוצת כישורים חברתיים""]",1,5,1,4,4,4,4,5,5,3,4,3,3,4,4,זקוק לתמיכה נוספת בתחום החברתי,רחל כהן,יועץ חינוכי,באטרס סטוץ'
3f09f9e2-df13-41c9-8def-3dcab3913927,2021-09-14 00:00:00,2021,2,2116,וונדי,טסטבורגר,בן,2012-04-10,9,ג,בית ספר יסודי שקד,אשדוד,דרום,true,true,חרדה,,"[""קבוצת כישורים חברתיים"", ""קבוצת קריאה מתקדמת"", ""תגבור מתמטיקה""]",1,10,1,1,2,2,2,1,2,2,2,1,1,1,1,זקוק לתמיכה נוספת בתחום החברתי,יוסי אברהם,מחנכת,וונדי טסטבורגר
76479329-e0a5-4a26-8037-f8637083f99f,2022-10-09 00:00:00,2022,3,2116,וונדי,טסטבורגר,בן,2012-04-10,10,ג,בית ספר יסודי אופק,אשדוד,צפון,true,true,חרדה,,"[""קבוצת כישורים חברתיים"", ""קבוצת קריאה מתקדמת"", ""תגבור מתמטיקה""]",2,5,3,3,3,2,3,1,3,1,3,1,2,1,3,זקוק לתמיכה נוספת בתחום החברתי,מיכל דוד,יועץ חינוכי,וונדי טסטבורגר
5fcca480-632e-426c-8e0e-29709b8c4436,2023-10-17 00:00:00,2023,2,2116,וונדי,טסטבורגר,בן,2012-04-10,11,ג,בית ספר יסודי ברושים,אשדוד,מזרח,true,true,חרדה,,"[""קבוצת כישורים חברתיים"", ""קבוצת קריאה מתקדמת"", ""תגבור מתמטיקה""]",3,7,1,3,4,4,4,4,3,4,2,3,2,2,3,זקוק לתמיכה נוספת בתחום החברתי,מיכל דוד,יועץ חינוכי,וונדי טסטבורגר
e16befe1-31d7-40ce-8ad5-49fc8560485a,2024-10-30 00:00:00,2024,1,2116,וונדי,טסטבורגר,בן,2012-04-10,12,ג,בית ספר יסודי רימון,אשדוד,צפון,true,true,חרדה,,"[""קבוצת כישורים חברתיים"", ""קבוצת קריאה מתקדמת"", ""תגבור מתמטיקה""]",3,8,2,3,3,4,5,3,4,3,5,3,4,5,5,מגלה יכולות מנהיגות,משה לוי,מחנכת,וונדי טסטבורגר
7d6ff7df-4070-41e1-8501-480a9c2674fd,2021-09-12 00:00:00,2021,2,2113,קייל,ברופלובסקי,בן,2012-05-26,9,ג,בית ספר יסודי ברושים,אשדוד,מרכז,false,false,,,"[""קבוצת כישורים חברתיים"", ""סדנת אמנות טיפולית""]",0,5,0,1,3,1,2,1,1,1,3,2,3,1,3,מתקשה בעבודה קבוצתית,משה לוי,מורה לחינוך מיוחד,קייל ברופלובסקי
d9d5ac29-6954-4703-b8ef-77982ba9c39d,2022-10-22 00:00:00,2022,1,2113,קייל,ברופלובסקי,בן,2012-05-26,10,ג,בית ספר יסודי שקד,אשדוד,צפון,false,false,,,"[""קבוצת כישורים חברתיים"", ""סדנת אמנות טיפולית""]",1,1,3,3,3,2,2,1,2,3,1,3,3,2,1,מתקשה בעבודה קבוצתית,מיכל דוד,מורה לחינוך מיוחד,קייל ברופלובסקי
125edf7d-6dbe-4b95-b10b-d7b6b6836296,2023-09-05 00:00:00,2023,3,2113,קייל,ברופלובסקי,בן,2012-05-26,11,ג,בית ספר יסודי אופק,אשדוד,דרום,false,false,,,"[""קבוצת כישורים חברתיים"", ""סדנת אמנות טיפולית""]",2,10,1,2,4,4,3,4,4,2,2,4,2,4,3,מראה שיפור משמעותי במוטיבציה ללמידה,מיכל דוד,מחנכת,קייל ברופלובסקי
